"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Stokes County, NC"	"37169"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	10010	Suppressed	Suppressed	Suppressed	Suppressed
	"Stokes County, NC"	"37169"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	56	212772	26.32	3.52	28.93	4.03
"Total"	"Stokes County, NC"	"37169"	"Not Hispanic or Latino"	"2186-2"			57	224407	25.40	3.36	28.04	3.87
	"Stokes County, NC"	"37169"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stokes County, NC"	"37169"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stokes County, NC"	"37169"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stokes County, NC"	"37169"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Stokes County, NC"	"37169"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Stokes County, NC"	"37169"					57	231172	24.66	3.27	27.08	3.73
	"Surry County, NC"	"37171"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1218	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	683	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	1834	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	33484	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Surry County, NC"	"37171"	"Hispanic or Latino"	"2135-2"			Suppressed	37219	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	954	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2461	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	14416	Suppressed	Suppressed	Suppressed	Suppressed
	"Surry County, NC"	"37171"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	57	308048	18.50	2.45	20.25	2.79
"Total"	"Surry County, NC"	"37171"	"Not Hispanic or Latino"	"2186-2"			59	325879	18.10	2.36	19.75	2.67
	"Surry County, NC"	"37171"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Surry County, NC"	"37171"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Surry County, NC"	"37171"					60	363098	16.52	2.13	17.97	2.39
	"Swain County, NC"	"37173"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1776	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	27	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	106	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	1511	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Swain County, NC"	"37173"	"Hispanic or Latino"	"2135-2"			Suppressed	3420	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	19996	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	480	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	1231	Suppressed	Suppressed	Suppressed	Suppressed
	"Swain County, NC"	"37173"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	46279	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Swain County, NC"	"37173"	"Not Hispanic or Latino"	"2186-2"			11	67986	Unreliable	4.88	Unreliable	5.72
	"Swain County, NC"	"37173"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Swain County, NC"	"37173"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Swain County, NC"	"37173"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Swain County, NC"	"37173"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Swain County, NC"	"37173"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Swain County, NC"	"37173"					11	71406	Unreliable	4.64	Unreliable	5.44
	"Transylvania County, NC"	"37175"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	119	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	55	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	150	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	5103	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Transylvania County, NC"	"37175"	"Hispanic or Latino"	"2135-2"			Suppressed	5427	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	592	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1135	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	7388	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	23	152055	15.13	3.15	17.20	3.82
"Total"	"Transylvania County, NC"	"37175"	"Not Hispanic or Latino"	"2186-2"			24	161170	14.89	3.04	16.57	3.61
	"Transylvania County, NC"	"37175"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Transylvania County, NC"	"37175"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Transylvania County, NC"	"37175"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Transylvania County, NC"	"37175"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Transylvania County, NC"	"37175"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Transylvania County, NC"	"37175"					24	166597	14.41	2.94	15.96	3.46
	"Tyrrell County, NC"	"37177"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	137	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	138	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	1273	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Tyrrell County, NC"	"37177"	"Hispanic or Latino"	"2135-2"			Suppressed	1556	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	484	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	7588	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	10811	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Tyrrell County, NC"	"37177"	"Not Hispanic or Latino"	"2186-2"			Suppressed	18931	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tyrrell County, NC"	"37177"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tyrrell County, NC"	"37177"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tyrrell County, NC"	"37177"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Tyrrell County, NC"	"37177"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Tyrrell County, NC"	"37177"					Suppressed	20487	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3971	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1484	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	7024	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	110180	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Union County, NC"	"37179"	"Hispanic or Latino"	"2135-2"			Suppressed	122659	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3902	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	29604	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	133797	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	97	822076	11.80	1.20	13.40	1.41
"Total"	"Union County, NC"	"37179"	"Not Hispanic or Latino"	"2186-2"			105	989379	10.61	1.04	11.86	1.19
	"Union County, NC"	"37179"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Union County, NC"	"37179"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Union County, NC"	"37179"					108	1112038	9.71	0.93	10.67	1.05
	"Vance County, NC"	"37181"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1271	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	171	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	2358	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	12539	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Vance County, NC"	"37181"	"Hispanic or Latino"	"2135-2"			Suppressed	16339	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	566	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1310	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	113067	Suppressed	Suppressed	Suppressed	Suppressed
	"Vance County, NC"	"37181"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	27	91163	29.62	5.70	36.17	7.26
"Total"	"Vance County, NC"	"37181"	"Not Hispanic or Latino"	"2186-2"			32	206106	15.53	2.74	17.89	3.28
	"Vance County, NC"	"37181"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Vance County, NC"	"37181"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Vance County, NC"	"37181"					34	222445	15.28	2.62	17.44	3.08
	"Wake County, NC"	"37183"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	28258	Suppressed	Suppressed	Suppressed	Suppressed
	"Wake County, NC"	"37183"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8353	Suppressed	Suppressed	Suppressed	Suppressed
	"Wake County, NC"	"37183"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	53825	Suppressed	Suppressed	Suppressed	Suppressed
	"Wake County, NC"	"37183"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	14	424504	Unreliable	0.88	Unreliable	0.90
"Total"	"Wake County, NC"	"37183"	"Hispanic or Latino"	"2135-2"			14	514940	Unreliable	0.73	Unreliable	0.76
	"Wake County, NC"	"37183"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	16794	Suppressed	Suppressed	Suppressed	Suppressed
	"Wake County, NC"	"37183"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	352549	Suppressed	Suppressed	Suppressed	Suppressed
	"Wake County, NC"	"37183"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	63	1074346	5.86	0.74	5.70	0.72
	"Wake County, NC"	"37183"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	340	3157543	10.77	0.58	10.60	0.58
"Total"	"Wake County, NC"	"37183"	"Not Hispanic or Latino"	"2186-2"			408	4601232	8.87	0.44	8.53	0.43
	"Wake County, NC"	"37183"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Wake County, NC"	"37183"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Wake County, NC"	"37183"					423	5116172	8.27	0.40	7.99	0.39
	"Warren County, NC"	"37185"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	525	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	45	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	814	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	2594	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Warren County, NC"	"37185"	"Hispanic or Latino"	"2135-2"			Suppressed	3978	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5306	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	380	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	51965	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	39122	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Warren County, NC"	"37185"	"Not Hispanic or Latino"	"2186-2"			Suppressed	96773	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, NC"	"37185"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Warren County, NC"	"37185"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Warren County, NC"	"37185"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
